ID,ALIGN,EYE,HAIR,SEX,ALIVE,APPEARANCES,YEAR,AlignCategory,HairCategory,EyeCategory,SexCategory,AliveCategory
secret identity,bad characters,unknown,unknown,male characters,living characters,8.0,1996.0,bad,unknown,unknown,male,living
public identity,bad characters,green eyes,blond hair,female characters,living characters,8.0,1996.0,bad,light,light,female,living
identity unknown,good characters,unknown,unknown,male characters,living characters,8.0,1996.0,good,unknown,unknown,male,living
public identity,unknown,black eyes,black hair,female characters,living characters,8.0,1996.0,unknown,dark,dark,female,living
identity unknown,good characters,blue eyes,blond hair,male characters,living characters,8.0,1995.0,good,light,light,male,living
public identity,good characters,brown eyes,unknown,male characters,living characters,8.0,1995.0,good,unknown,dark,male,living
public identity,good characters,unknown,unknown,male characters,deceased characters,8.0,1995.0,good,unknown,unknown,male,deceased
secret identity,neutral characters,brown eyes,black hair,male characters,living characters,8.0,1995.0,neutral,dark,dark,male,living
secret identity,bad characters,blue eyes,brown hair,male characters,deceased characters,8.0,1995.0,bad,dark,light,male,deceased
public identity,bad characters,unknown,unknown,male characters,living characters,8.0,1995.0,bad,unknown,unknown,male,living
public identity,neutral characters,green eyes,white hair,male characters,living characters,8.0,1995.0,neutral,light,light,male,living
identity unknown,good characters,unknown,unknown,male characters,living characters,8.0,1995.0,good,unknown,unknown,male,living
secret identity,neutral characters,blue eyes,black hair,male characters,deceased characters,8.0,1994.0,neutral,dark,light,male,deceased
public identity,good characters,unknown,brown hair,male characters,living characters,8.0,1994.0,good,dark,unknown,male,living
public identity,good characters,unknown,black hair,female characters,living characters,8.0,1994.0,good,dark,unknown,female,living
secret identity,bad characters,unknown,blond hair,female characters,deceased characters,8.0,1994.0,bad,light,unknown,female,deceased
identity unknown,neutral characters,green eyes,red hair,female characters,living characters,8.0,1994.0,neutral,dark,light,female,living
public identity,good characters,blue eyes,blond hair,female characters,deceased characters,8.0,1994.0,good,light,light,female,deceased
identity unknown,bad characters,unknown,brown hair,male characters,deceased characters,8.0,1994.0,bad,dark,unknown,male,deceased
identity unknown,good characters,unknown,unknown,male characters,living characters,8.0,1994.0,good,unknown,unknown,male,living
secret identity,good characters,unknown,black hair,male characters,living characters,8.0,1994.0,good,dark,unknown,male,living
identity unknown,bad characters,unknown,unknown,male characters,deceased characters,8.0,1993.0,bad,unknown,unknown,male,deceased
secret identity,good characters,blue eyes,red hair,male characters,living characters,8.0,1993.0,good,dark,light,male,living
identity unknown,bad characters,unknown,purple hair,female characters,living characters,8.0,1993.0,bad,light,unknown,female,living
public identity,good characters,brown eyes,black hair,female characters,living characters,8.0,1993.0,good,dark,dark,female,living
secret identity,good characters,unknown,blond hair,male characters,living characters,8.0,1993.0,good,light,unknown,male,living
secret identity,neutral characters,unknown,black hair,male characters,living characters,8.0,1993.0,neutral,dark,unknown,male,living
public identity,good characters,photocellular eyes,unknown,male characters,living characters,8.0,1993.0,good,unknown,others,male,living
secret identity,bad characters,white eyes,white hair,male characters,living characters,8.0,1993.0,bad,light,light,male,living
identity unknown,bad characters,unknown,unknown,female characters,deceased characters,8.0,1993.0,bad,unknown,unknown,female,deceased
secret identity,bad characters,red eyes,white hair,male characters,deceased characters,8.0,1993.0,bad,light,others,male,deceased
secret identity,neutral characters,unknown,black hair,male characters,living characters,8.0,1992.0,neutral,dark,unknown,male,living
secret identity,good characters,unknown,brown hair,male characters,living characters,8.0,1992.0,good,dark,unknown,male,living
public identity,bad characters,unknown,unknown,female characters,unknown,8.0,1992.0,bad,unknown,unknown,female,unknown
identity unknown,neutral characters,unknown,red hair,male characters,living characters,8.0,1992.0,neutral,dark,unknown,male,living
identity unknown,neutral characters,pink eyes,blond hair,male characters,living characters,8.0,1992.0,neutral,light,light,male,living
public identity,good characters,unknown,black hair,male characters,living characters,8.0,1991.0,good,dark,unknown,male,living
secret identity,bad characters,blue eyes,black hair,male characters,deceased characters,8.0,1991.0,bad,dark,light,male,deceased
identity unknown,neutral characters,unknown,brown hair,male characters,deceased characters,8.0,1991.0,neutral,dark,unknown,male,deceased
identity unknown,unknown,unknown,unknown,male characters,living characters,8.0,1991.0,unknown,unknown,unknown,male,living
identity unknown,good characters,brown eyes,brown hair,female characters,deceased characters,8.0,1991.0,good,dark,dark,female,deceased
identity unknown,good characters,unknown,brown hair,female characters,deceased characters,8.0,1991.0,good,dark,unknown,female,deceased
public identity,neutral characters,unknown,brown hair,male characters,living characters,8.0,1991.0,neutral,dark,unknown,male,living
identity unknown,bad characters,unknown,unknown,female characters,deceased characters,8.0,1991.0,bad,unknown,unknown,female,deceased
identity unknown,good characters,unknown,black hair,male characters,living characters,8.0,1990.0,good,dark,unknown,male,living
identity unknown,good characters,unknown,unknown,female characters,living characters,8.0,1990.0,good,unknown,unknown,female,living
public identity,neutral characters,brown eyes,black hair,male characters,living characters,8.0,1990.0,neutral,dark,dark,male,living
identity unknown,good characters,unknown,red hair,female characters,living characters,8.0,1990.0,good,dark,unknown,female,living
identity unknown,bad characters,unknown,blond hair,male characters,deceased characters,8.0,1990.0,bad,light,unknown,male,deceased
public identity,good characters,blue eyes,red hair,male characters,living characters,8.0,1989.0,good,dark,light,male,living
secret identity,good characters,blue eyes,blond hair,female characters,living characters,8.0,1989.0,good,light,light,female,living
public identity,good characters,brown eyes,brown hair,female characters,living characters,8.0,1989.0,good,dark,dark,female,living
identity unknown,good characters,brown eyes,black hair,male characters,living characters,8.0,1989.0,good,dark,dark,male,living
public identity,unknown,unknown,unknown,male characters,living characters,8.0,1989.0,unknown,unknown,unknown,male,living
identity unknown,good characters,unknown,black hair,male characters,living characters,8.0,1989.0,good,dark,unknown,male,living
public identity,good characters,unknown,blond hair,male characters,deceased characters,8.0,1989.0,good,light,unknown,male,deceased
identity unknown,neutral characters,unknown,blond hair,male characters,living characters,8.0,1989.0,neutral,light,unknown,male,living
secret identity,good characters,brown eyes,white hair,male characters,living characters,8.0,1989.0,good,light,dark,male,living
identity unknown,neutral characters,unknown,unknown,female characters,living characters,8.0,1989.0,neutral,unknown,unknown,female,living
secret identity,neutral characters,red eyes,orange hair,female characters,deceased characters,8.0,1989.0,neutral,light,others,female,deceased
public identity,good characters,unknown,brown hair,male characters,living characters,8.0,1989.0,good,dark,unknown,male,living
secret identity,bad characters,brown eyes,black hair,male characters,living characters,8.0,1988.0,bad,dark,dark,male,living
identity unknown,unknown,unknown,blond hair,male characters,living characters,8.0,1988.0,unknown,light,unknown,male,living
identity unknown,good characters,brown eyes,brown hair,male characters,living characters,8.0,1988.0,good,dark,dark,male,living
public identity,bad characters,brown eyes,unknown,male characters,living characters,8.0,1988.0,bad,unknown,dark,male,living
public identity,good characters,blue eyes,white hair,male characters,living characters,8.0,1988.0,good,light,light,male,living
public identity,good characters,white eyes,unknown,male characters,deceased characters,8.0,1988.0,good,unknown,light,male,deceased
secret identity,good characters,black eyes,unknown,male characters,living characters,8.0,1988.0,good,unknown,dark,male,living
identity unknown,bad characters,unknown,unknown,male characters,living characters,8.0,1988.0,bad,unknown,unknown,male,living
public identity,neutral characters,unknown,brown hair,male characters,living characters,8.0,1988.0,neutral,dark,unknown,male,living
identity unknown,good characters,unknown,brown hair,male characters,living characters,8.0,1988.0,good,dark,unknown,male,living
public identity,good characters,blue eyes,black hair,female characters,living characters,8.0,1988.0,good,dark,light,female,living
